Identifiant de la station;Nom de la station;Capacité de la station;Lattitude;Longitude;Coordonnées géographiques
35196898;Gare d'Austerlitz - Quai Saint-Bernard;27;48.84369030863996;2.3657163977622986;48.8436903086,2.36571639776
82421013;Charenton - Place du Col Bourgoin;35;48.84486731955409;2.382578935054453;48.8448673196,2.38257893505
253357936;Félix Faure - Lourmel;58;48.83868901709515;2.2818081825971603;48.8386890171,2.2818081826
252301607;Charles de Gaulle - Madrid;22;48.884432270367995;2.2608044743537907;48.8844322704,2.26080447435
10968855;Colonel Monteil - Brune;19;48.8265029331101;2.30927479982717;48.8265029331,2.30927479983
221038698;Mahatma Gandhi;26;48.876356;2.264205;48.876356,2.264205
39256416;Pajol - Riquet;47;48.88960028134536;2.3628534749150276;48.8896002813,2.36285347492
85120104;Pelleport - Belgrand;15;48.86500081847653;2.403980836377493;48.8650008185,2.40398083638
126175087;Gabrielle Josserand - Edouard Vaillant;25;48.90271566255436;2.3933270573616032;48.9027156626,2.39332705736
653080986;Toffier Decaux - Cartier Bresson;15;48.90165072551549;2.4017545580863957;48.9016507255,2.40175455809
653063170;Place de la Porte de Paris;40;48.930292;2.356183;48.930292,2.356183
54000546;Sénat - Condé;33;48.84954227788459;2.337939441204071;48.8495422779,2.3379394412
54000611;Manin - Simon Bolivar;26;48.87649965412676;2.379407362599104;48.8764996541,2.3794073626
120827885;Messine - Place Du Pérou;12;48.875448033960744;2.315508019010038;48.875448034,2.31550801901
100872260;Duroc - Place de Breteuil;42;48.84746064114221;2.3126140236854558;48.8474606411,2.31261402369
27363256;Thérèse - Opéra;25;48.86648351450895;2.334433421223788;48.8664835145,2.33443342122
1036226943;Parc de Sceaux - Centre-Ville;33;48.7769529826096;2.2957214713096623;48.7769529826,2.29572147131
268976295;Butte aux Cailles - Esperance;36;48.82758774190948;2.3492151126265526;48.8275877419,2.34921511263
124390478;Commandant l'Herminier - Gallieni;17;48.84704055260307;2.416045367717743;48.8470405526,2.41604536772
392576677;Senard - Charles Blum;24;48.857315824799;2.221091687679291;48.8573158248,2.22109168768
13372702;Saint-Fargeau - Mortier;24;48.87266656122256;2.407912909984589;48.8726665612,2.40791290998
653079135;Mazagran - Pierre de Coubertin;15;48.816218640260445;2.344226874411106;48.8162186403,2.34422687441
27415524;Saint-Germain-des-Prés;26;48.85418510815204;2.330305874347687;48.8541851082,2.33030587435
1057045129;Cimetière communal;40;48.830764;2.252024;48.830764,2.252024
54000614;Porte de Pantin - Petits Ponts;52;48.89041086237;2.3981939256191254;48.8904108624,2.39819392562
402212574;Charles de Gaulle - Graviers;28;48.88315175918637;2.2648814320564274;48.8831517592,2.26488143206
369011098;Paris - Laitières;22;48.84630274151258;2.4207553267478947;48.8463027415,2.42075532675
417623119;Mairie de quartier du Plateau - Mont-Valérien;20;48.8799933;2.2072437;48.8799933,2.2072437
488872892;Emile Zola - Fondary;42;48.847051143113745;2.2953405976295476;48.8470511431,2.29534059763
131094294;Charles Tillon - Cimetière Communal;30;48.91844023641836;2.3935630917549138;48.9184402364,2.39356309175
1057329581;Square Bela Bartok;24;48.85120156830401;2.2846536710858345;48.8512015683,2.28465367109
1314450240;Gare du Stade;20;48.9312676;2.2603778;48.9312676,2.2603778
15309045;Marché Saint-Quentin;15;48.877356057652264;2.354511445637388;48.8773560577,2.35451144564
36391;Godot de Mauroy - Madeleine;22;48.869789;2.326347;48.869789,2.326347
76121343;Abbé Groult - Convention;12;48.83596927866069;2.302064039509349;48.8359692787,2.30206403951
1056715831;Marché Saint-Germain;21;48.85165625855281;2.335500307381153;48.8516562586,2.33550030738
49474389;Artois - Berri;23;48.87393521240818;2.3064258322119713;48.8739352124,2.30642583221
38407;Flandrin - Longchamp;42;48.86877849178477;2.274354539176829;48.8687784918,2.27435453918
97824043;Charentonneau - Maisons Alfort;20;48.809932980484355;2.443288456496946;48.8099329805,2.4432884565
266963426;Beaumarchais - Saint-Gilles;51;48.8580378;2.3679352;48.8580378,2.3679352
1074095810;Maurice Payret-Dortail;22;48.87811957063342;2.2233625128865246;48.8781195706,2.22336251289
129029327;Victoire - Laffitte;20;48.87514373494672;2.338118505144376;48.8751437349,2.33811850514
100767550;Mairie du 4ème;44;48.85594991049653;2.3563823103904724;48.8559499105,2.35638231039
1074204954;Quai Jules Guesde - Saint-Simon;30;48.803735110976504;2.409018985927105;48.803735111,2.40901898593
653222953;Mairie de Rosny-sous-Bois;30;48.87125651901151;2.4865807592868805;48.871256519,2.48658075929
1074428106;André Theuriet - Blagis;0;48.7801138;2.3133055;48.7801138,2.3133055
1057210479;Jules Guesdes - Carnot;16;48.93828169931872;2.3508992046117783;48.9382816993,2.35089920461
78124875;Mathis - Flandre;55;48.8906429898976;2.3762554675340652;48.8906429899,2.37625546753
49791363;Balzac - Champs Elysées;30;48.87269963962128;2.3001953959465027;48.8726996396,2.30019539595
6354;Gouthière - Poterne des Peupliers;33;48.820507;2.351342;48.820507,2.351342
27363156;Général De Gaulle - Vivien;22;48.83607420090204;2.4189166724681854;48.8360742009,2.41891667247
82588656;Rond-Point Rhin et Danube;53;48.840452820991764;2.2280225157737736;48.840452821,2.22802251577
27414932;Saint-Maur - République;38;48.86418586145509;2.378317415714264;48.8641858615,2.37831741571
129026597;Caumartin - Provence;22;48.874422773426545;2.3284685611724854;48.8744227734,2.32846856117
210397939;Thouin - Cardinal Lemoine;17;48.84504716661511;2.3494647851273465;48.8450471666,2.34946478513
15433394;Custine - Ramey;41;48.888735896947054;2.3469526693224907;48.8887358969,2.34695266932
129021753;Moncey - Blanche;17;48.88006587474148;2.3310810327529907;48.8800658747,2.33108103275
230877798;Chartres - La Charbonnière;34;48.8847601;2.3534657;48.8847601,2.3534657
210753033;Gare d'Austerlitz;14;48.842524;2.364044;48.842524,2.364044
13718041;Square Simon Bolivar;24;48.8750898883217;2.3826304078102116;48.8750898883,2.38263040781
209057581;Gabriel Péri - Francisco Ferrer;18;48.88633710236977;2.407338917255402;48.8863371024,2.40733891726
27206194;Saint-Jacques - Val de Grâce;20;48.8417514;2.3413893;48.8417514,2.3413893
76199461;Championnet - Vauvenargues;33;48.89401874744574;2.3319872841238976;48.8940187474,2.33198728412
54000577;Arago - Glacière;27;48.83486054775774;2.3445770524322067;48.8348605478,2.34457705243
27415512;Parc Roger Salengro;36;48.905303858641844;2.310559451580048;48.9053038586,2.31055945158
54000626;Madame de Sanzillon - Mozart;22;48.90379820774301;2.3187401890754704;48.9037982077,2.31874018908
49368561;Jules Ferry - Faubourg du Temple Paris;58;48.868397;2.3678933;48.868397,2.3678933
376664868;Gaston Roussel - Commune de Paris;30;48.89432034553156;2.432552274419542;48.8943203455,2.43255227442
38263504;Place Jacques Madaule;25;48.8239337873086;2.2606918215751652;48.8239337873,2.26069182158
66491392;Parmentier - Hôpital Saint-Louis;43;48.87137987425661;2.369896383666685;48.8713798743,2.36989638367
49085250;Departement - Pajol;19;48.886674849730184;2.3613611608743668;48.8866748497,2.36136116087
27363096;Charenton - Wattignies;33;48.83667579640627;2.391795855555629;48.8366757964,2.39179585556
27033125;Pierre Ginier - Clichy;16;48.8867667;2.326228;48.8867667,2.326228
224598098;Dunois - Clisson;51;48.832294;2.3674523;48.832294,2.3674523
220726050;Mézières - Rennes;55;48.85023459321703;2.3303819820284843;48.8502345932,2.33038198203
54000605;Mairie du 18ème;40;48.892939296937605;2.3445510864257812;48.8929392969,2.34455108643
84979504;Provence - Chaussée d'Antin;25;48.87428447542072;2.332976511564311;48.8742844754,2.33297651156
82404497;Ledru-Rollin - Place du Père Chaillet;37;48.856433706943704;2.379020587761426;48.8564337069,2.37902058776
2002864789;Strasbourg - Saint-Denis;16;48.86960164243346;2.35429085791111;48.8696016424,2.35429085791
54000608;Porte d'Aubervilliers;55;48.89859661942376;2.3689722642302513;48.8985966194,2.36897226423
37903195;Transvaal - Charles de Gaulle;27;48.848280403628806;2.2373420120857195;48.8482804036,2.23734201209
100906707;Boulets - Faubourg Saint-Antoine;43;48.84925926211519;2.391754614194301;48.8492592621,2.39175461419
484423835;Président Wilson - Jean Jaures;27;48.89034054052266;2.2920683026313786;48.8903405405,2.29206830263
210583589;Place Jacques Bonsergent;33;48.870948218595146;2.3612049221992497;48.8709482186,2.3612049222
37647;Gare du Nord - Dunkerque;29;48.88042350842878;2.3527636751532555;48.8804235084,2.35276367515
1002738770;Lavandieres Sainte Opportune - Rivoli;27;48.85927970247607;2.3466217517852783;48.8592797025,2.34662175179
82381710;Batignolles - Rome;15;48.881823370566806;2.3202589899301524;48.8818233706,2.32025898993
213699079;Macdonald - Césaria Evora;67;48.89883;2.37933;48.89883,2.37933
54000541;Vieille du Temple - Francs Bourgeois;29;48.858256413365815;2.35821794718504;48.8582564134,2.35821794719
210389577;Daunou - Louis le Grand;17;48.869113;2.332515;48.869113,2.332515
54000561;Lamartine - Faubourg Montmartre;32;48.87661398289084;2.339765690267086;48.8766139829,2.33976569027
43219958;Odessa - Départ;39;48.842885590080826;2.3244281485676765;48.8428855901,2.32442814857
82436057;Moulin de la Pointe;22;48.82092946051445;2.3563179373741145;48.8209294605,2.35631793737
265266148;Pierre Brossolette - Adolphe Pinard;24;48.82177227954821;2.313155829906464;48.8217722795,2.31315582991
1109534105;Demi-Lune - Aristide Briand;20;48.87626381919953;2.4562818557024;48.8762638192,2.4562818557
291354793;Gare de Lyon - Van Gogh;51;48.8438397856433;2.370445024035681;48.8438397856,2.37044502404
221032834;Metz - Faubourg Saint-Denis;48;48.870893;2.353521;48.870893,2.353521
54000617;Docteurs Déjérine - Pte de Montreuil;20;48.85398448133697;2.41208288897222;48.8539844813,2.41208288897
213686749;Place de la Porte de Passy;36;48.857341095470794;2.2644165538827115;48.8573410955,2.26441655388
82375611;Batignolles - Beudant;44;48.88216401466375;2.319852970540523;48.8821640147,2.31985297054
38192;La Motte-Picquet - Grenelle;34;48.84858321339195;2.299347817897797;48.8485832134,2.2993478179
102343591;Louis Pasteur - Albert Petit;31;48.796261;2.317289;48.796261,2.317289
1057383154;Gare RER les Ardoines;49;48.783537574821885;2.407774105668068;48.7835375748,2.40777410567
54000599;Lemercier - Cardinet;24;48.890097168851746;2.317377626895905;48.8900971689,2.3173776269
653139063;Pont de Suresnes;52;48.8674150923217;2.225894667961703;48.8674150923,2.22589466796
129106450;Joseph Dijon - Ornano;37;48.89374453351521;2.3476678133010864;48.8937445335,2.3476678133
1057753858;Place Charles Michels;37;48.846401;2.28502;48.846401,2.28502
101738550;Didot - Place de Moro-Giafferi;22;48.8337;2.3215;48.8337,2.3215
27363337;Bréguet - Sabin;33;48.856931678257446;2.3706749462105408;48.8569316783,2.37067494621
41464928;Sèvres - Lecourbe;62;48.8447677;2.3110086;48.8447677,2.3110086
82554449;Porte Molitor;60;48.84524763511433;2.2569015249609947;48.8452476351,2.25690152496
54000630;Madeleine Michelis - Roule;25;48.88277209719355;2.277434505522251;48.8827720972,2.27743450552
66491379;Place des Abbesses;12;48.884542726149725;2.3386867716908455;48.8845427261,2.33868677169
66491381;Leibniz - Jean Dollfus;32;48.896328348515986;2.333390423834684;48.8963283485,2.33339042383
129023855;Parme - Clichy;24;48.88126642422664;2.328197093450571;48.8812664242,2.32819709345
66491367;Beaubourg - Michel-le-Comte;17;48.862534941805855;2.354310303926468;48.8625349418,2.35431030393
85031184;Molitor - Michel-Ange;53;48.845182081538034;2.26211277356597;48.8451820815,2.26211277357
213680553;Adolphe Pinard - Victor Hugo;52;48.8236825874564;2.3077843710780144;48.8236825875,2.30778437108
653104215;Sorbier - Gasnier-Guy;34;48.86521763101122;2.39365965127945;48.865217631,2.39365965128
653175838;Gare de Chaville Rive Gauche;18;48.805072;2.188594;48.805072,2.188594
101015227;Chevaleret - Louise Weiss;35;48.83258651335057;2.371211388119954;48.8325865134,2.37121138812
27415194;Gergovie - Alésia;36;48.83088717455243;2.318882101207347;48.8308871746,2.31888210121
54000610;Jean de la Fontaine - Boulainvilliers;69;48.85264791461651;2.2758664190769196;48.8526479146,2.27586641908
124176568;Rampal - Belleville;17;48.87302160155955;2.379910983145237;48.8730216016,2.37991098315
27415500;Point du Jour - Jean Jaurès;26;48.828753141436465;2.245911467014621;48.8287531414,2.24591146701
27415128;Ivry - Baudricourt;20;48.824695995415006;2.363106073577468;48.8246959954,2.36310607358
37815204;Mairie du 12ème;30;48.84085531176338;2.3875549435615544;48.8408553118,2.38755494356
653062048;Gare du Nord - Place de Valenciennes;25;48.879089;2.354235;48.879089,2.354235
82405965;Froment - Bréguet;44;48.8570414504784;2.37289470306807;48.8570414505,2.37289470307
506455295;Général Martial Valin - Pont du Garigliano;16;48.83823094269141;2.270506024360657;48.8382309427,2.27050602436
1057149522;Rond-point du Dr Albert Schweitzer;22;48.78980918988166;2.3143940046429634;48.7898091899,2.31439400464
315525484;Berges de Seine - Musée d'Orsay;16;48.8627885936562;2.3064593598246574;48.8627885937,2.30645935982
210570888;Las Cases - Bourgogne;22;48.85909110474066;2.3185685276985173;48.8590911047,2.3185685277
129004826;Bellefond - Poissonnière;17;48.87759897050706;2.348463758826256;48.8775989705,2.34846375883
205938683;Delphine Seyrig - Général Leclerc;53;48.893923963057865;2.39790290594101;48.8939239631,2.39790290594
1057324291;Cimetière de Montrouge;58;48.822009;2.322188699;48.822009,2.322188699
813544903;Amelot - Saint-Sébastien;30;48.86114216276092;2.367799618107727;48.8611421628,2.36779961811
213681356;David Weill - Parc Montsouris;22;48.821092374256104;2.333725690841675;48.8210923743,2.33372569084
620403530;Gabriel Péri - Danielle Casanova;20;48.790114;2.4025777;48.790114,2.4025777
213694482;Botzaris - Parc des Buttes Chaumont;20;48.877951;2.381464;48.877951,2.381464
213936755;Edouard Vaillant - Galliéni;49;48.85846288166117;2.4147954583168034;48.8584628817,2.41479545832
66491378;Lakanal - Commerce;53;48.84442462786544;2.294059172272682;48.8444246279,2.29405917227
54000609;Laumière - Petit;34;48.88467368538326;2.380039058625698;48.8846736854,2.38003905863
213702608;Boyer - Ménilmontant;19;48.86889516267913;2.3919824145634565;48.8688951627,2.39198241456
249554935;Quai Anatole France - Musée d'Orsay;12;48.86121174057001;2.3242460936307903;48.8612117406,2.32424609363
378648513;Jean Colly - Tolbiac;36;48.827817291597846;2.3705490678548813;48.8278172916,2.37054906785
84986959;Bastille - Biscornet;62;48.851355779578945;2.369220033288002;48.8513557796,2.36922003329
1057009034;Henri Chevreau - Couronnes;27;48.87033205312931;2.388777695596218;48.8703320531,2.3887776956
129036192;Gare de l'Est - Verdun;14;48.87615605427147;2.360914908320552;48.8761560543,2.36091490832
963786819;Jonquoy - Didot;21;48.82890454823947;2.31648076325655;48.8289045482,2.31648076326
129116697;Tanger - Place du Maroc;19;48.8862524447104;2.3689296841621403;48.8862524447,2.36892968416
1981490798;Martissot - Victor Hugo;24;48.9018492;2.3172724;48.9018492,2.3172724
1987547083;Parc Départemental des Hautes-Bruyères;30;48.7934072;2.3509831;48.7934072,2.3509831
102341385;Château - Bineau;23;48.890404028589806;2.270106375217438;48.8904040286,2.27010637522
82577019;Cité des Sciences et de l'Industrie;30;48.89659571178903;2.384599149227142;48.8965957118,2.38459914923
98132679;Jean Bleuzen - Square du 11 Novembre;49;48.8232579;2.2965213;48.8232579,2.2965213
1968156458;Ecole Vétérinaire;36;48.81488859822486;2.4224362157778994;48.8148885982,2.42243621578
15397468;Maison de Radio - France;47;48.85132886434057;2.277785539627075;48.8513288643,2.27778553963
1057387136;8 Mai 1945 - 10 Juillet 1940;30;48.78456702967362;2.3979035764932632;48.7845670297,2.39790357649
213987795;Wilson - Landy;40;48.91516726221354;2.357633225619793;48.9151672622,2.35763322562
54000586;Pernety - Raymond Losserand;32;48.83425462795304;2.317609339386963;48.834254628,2.31760933939
256124192;Belleville - Pyrénées;42;48.8741908;2.3860039;48.8741908,2.3860039
1021176825;Billancourt - Général Leclerc;22;48.8322649;2.2380413;48.8322649,2.2380413
30179848;Saint-Blaise - Mouraud;27;48.85696177597818;2.40869477391243;48.856961776,2.40869477391
100910836;Parmentier - Fontaine au Roi;48;48.86787670551736;2.372705978671471;48.8678767055,2.37270597867
27415285;Place de Finlande;25;48.86240833596654;2.311362437903881;48.862408336,2.3113624379
54000558;Chateaubriand - Friedland;31;48.8740144756374;2.29991625786582;48.8740144756,2.29991625787
52453;Le Vau - Maurice Bertaux;25;48.86803439043193;2.411030612453627;48.8680343904,2.41103061245
82448637;Suffren - Pérignon;46;48.84717561492764;2.307052147596786;48.8471756149,2.3070521476
462875227;Jules Guesde - Alsace;25;48.89056627550627;2.295077741146088;48.8905662755,2.29507774115
13242682;Alexander Fleming - Belvédère;31;48.88179064200294;2.4030599377642674;48.881790642,2.40305993776
129069108;Paul Barruel - Vaugirard;39;48.84014918546239;2.3044332861900334;48.8401491855,2.30443328619
213687475;Traktir - Foch;22;48.87275533461363;2.2915497802487077;48.8727553346,2.29154978025
210745258;Jean-Pierre Timbaud - Vaucouleurs;47;48.867937;2.377885;48.867937,2.377885
213706622;Vitruve - Davout;23;48.86053161154489;2.4091592812626543;48.8605316115,2.40915928126
653133605;Gare RER - Canadiens;45;48.81989677816597;2.4640783667564397;48.8198967782,2.46407836676
1057184567;Paul Signac - Aristide Briand;35;48.86950262156371;2.4502260982990265;48.8695026216,2.4502260983
82562496;Benjamin Delessert - Jean Lolive;21;48.89392043619345;2.417981922626496;48.8939204362,2.41798192263
417088374;Place Mongolfier;39;48.815160030060376;2.4592879414558415;48.8151600301,2.45928794146
82455731;Cambronne - Villa Croix Nivert;63;48.84584756136587;2.3017574474215508;48.8458475614,2.30175744742
210395439;Centre Georges Pompidou;26;48.861419;2.352581;48.861419,2.352581
210582231;Londres - Place d'Estienne d'Orves;25;48.876693805756986;2.3305362090468407;48.8766938058,2.33053620905
101011685;Charenton - Prague;26;48.848175129981016;2.376358449431232;48.84817513,2.37635844943
102307005;Villiers - Batignolles;23;48.88125253846116;2.31653843075037;48.8812525385,2.31653843075
125811629;Leredde - Tolbiac;44;48.828876296639876;2.374438270926476;48.8288762966,2.37443827093
66491388;Alfred de Vigny - Place du Général Brocard;33;48.87836138361425;2.305254448220567;48.8783613836,2.30525444822
220504949;Grande Truanderie - Saint-Denis;33;48.8626302;2.3498075;48.8626302,2.3498075
66505516;Cordelières - Arago;46;48.83548071896613;2.348572461702221;48.835480719,2.3485724617
478250062;Rivoli - Musée du Louvre;24;48.86364636851945;2.33409583568573;48.8636463685,2.33409583569
653140345;Édouard Vaillant - Place Jean Jaurès;24;48.86265537999924;2.2089037319128613;48.86265538,2.20890373191
1063053136;Square Victor Basch;0;48.9138306;2.229257;48.9138306,2.229257
653166892;Gare de Robinson;30;48.780744;2.282123;48.780744,2.282123
121160813;Place Tristan Bernard;28;48.8791964;2.2915403;48.8791964,2.2915403
74635382;Place de la Nation - Taillebourg;27;48.8488408;2.3973043;48.8488408,2.3973043
653190279;Jean-Baptiste Charcot - Sainte-Geneviève;21;48.903222;2.279097;48.903222,2.279097
66507230;Saint-Marcel - Hôpital;21;48.83950442458303;2.360989417022932;48.8395044246,2.36098941702
43195240;Silly - Galliéni;25;48.835583838705936;2.2325500845909123;48.8355838387,2.23255008459
85008390;Grenelle - Dr Finlay;71;48.851315406715976;2.2919502854347233;48.8513154067,2.29195028543
221047138;Pierre et Marie Curie - Julien Grimau;17;48.870556555240725;2.424167096614838;48.8705565552,2.42416709661
128986726;Boétie - Ponthieu;33;48.871417284354834;2.307678759098053;48.8714172844,2.3076787591
1057228658;Youri Gagarine - Karl Marx;22;48.78448485079149;2.35908430069685;48.7844848508,2.3590843007
205047993;Edgar Quinet - Raspail;46;48.83940266673835;2.32971478253603;48.8394026667,2.32971478254
102324803;Pyrénées - Emmery;40;48.872010281270974;2.392039597034455;48.8720102813,2.39203959703
88140066;Rocher - Laborde;65;48.87590240712654;2.322616316378116;48.8759024071,2.32261631638
597245295;Concorde - Stalingrad;35;48.7985844;2.3821302;48.7985844,2.3821302
235513935;Carducci - Place Hannah Arendt;27;48.877436681515796;2.3860743641853337;48.8774366815,2.38607436419
129060764;Victor Hugo - Jeanne Jugan;28;48.843949064031825;2.415081394834419;48.843949064,2.41508139483
102329800;Marcelin Berthelot;27;48.8415473058801;2.233161628246308;48.8415473059,2.23316162825
213911772;François Debergue - Croix de Chavaux;57;48.857421708072074;2.437578141689301;48.8574217081,2.43757814169
245187072;Louis Lumière - Porte de Bagnolet;20;48.86431136000005;2.4105210229754443;48.86431136,2.41052102298
37791;Richard Lenoir - Jean-Pierre Timbaud;36;48.86580427668637;2.369337074966926;48.8658042767,2.36933707497
1558958733;Léonard de Vinci;28;48.89790972494496;2.2383723043644914;48.8979097249,2.23837230436
63498079;Marché Secrétan;26;48.88125496379482;2.373463287949562;48.8812549638,2.37346328795
102333275;Saint-Vincent - Verdun;34;48.819211549234495;2.254007756710053;48.8192115492,2.25400775671
13497763;Ouest - Château;23;48.83617286014242;2.319392143923804;48.8361728601,2.31939214392
27363103;Porte d'Auteuil;33;48.8479394142243;2.2608396783471107;48.8479394142,2.26083967835
41566122;Vasco de Gama;54;48.83671783466264;2.283664085650799;48.8367178347,2.28366408565
254224239;Place Adolphe Cherioux - Vaugirard;63;48.83959442800459;2.3010657727718353;48.839594428,2.30106577277
653059015;Bellefond - Maubeuge;31;48.878255397644715;2.345264218747616;48.8782553976,2.34526421875
27363162;Ranelagh - Mozart;23;48.85545334552678;2.2701915353536606;48.8554533455,2.27019153535
991351798;Aubervilliers - Curial;23;48.89088305227546;2.3688579350709915;48.8908830523,2.36885793507
102304517;Pereire - Place de Wagram;46;48.887070607581215;2.304111124531457;48.8870706076,2.30411112453
54000621;Ménilmontant - Père Lachaise;56;48.86328729150227;2.3869940266013145;48.8632872915,2.3869940266
1023083417;Ney - Charles Hermite;20;48.89874803977525;2.3645754531025887;48.8987480398,2.3645754531
54000539;Hôtel de Ville - Pont-Marie;36;48.85389964552738;2.356947250664234;48.8538996455,2.35694725066
27415012;Bercy;66;48.83996691499447;2.378862574696541;48.839966915,2.3788625747
78348185;Mairie de Clichy;51;48.903653634660834;2.3059353232383732;48.9036536347,2.30593532324
100770878;Poissy - Saint-Germain;25;48.849696494270084;2.352968528866768;48.8496964943,2.35296852887
27414460;Danielle Casanova - Place Vendôme;37;48.86826649822326;2.3304839059710503;48.8682664982,2.33048390597
75641607;Blaise-Desgoffe - Vaugirard;32;48.84612887774711;2.324267216026783;48.8461288777,2.32426721603
82402482;Gare de l'Est - Chateau Landon;59;48.879305;2.362424;48.879305,2.362424
262607058;Charles de Gaulle - Plateau de Vanves;33;48.82233088973263;2.298571803412886;48.8223308897,2.29857180341
129096696;Léon - Doudeauville;13;48.88832421845225;2.353573372638597;48.8883242185,2.35357337264
265464297;Schoelcher - Raspail;50;48.83681733526843;2.3312794080411474;48.8368173353,2.33127940804
384370499;Place Charles Vallin;26;48.83552381204077;2.302598655223847;48.835523812,2.30259865522
363735875;Pont De Charenton;18;48.8179685;2.4199531;48.8179685,2.4199531
54000550;Rapp - Place du Général Gouraud;31;48.85810288510693;2.300407290458679;48.8581028851,2.30040729046
315022587;Malesherbes - Place de la Madeleine;67;48.87040602848252;2.323243509807989;48.8704060285,2.32324350981
97705710;Jacquard - Ternaux;39;48.8646605;2.373162;48.8646605,2.373162
54000593;Longchamp - Place d'Iéna;40;48.86491723343388;2.2926748171448708;48.8649172334,2.29267481714
95073815;Saint-Lazare - Place d'Estienne d'Orves;39;48.8768345;2.3329067;48.8768345,2.3329067
96512532;Joseph Sansboeuf - Saint Lazare;18;48.87531563065266;2.3229019716382027;48.8753156307,2.32290197164
82550543;Place de Barcelone - Mirabeau;55;48.84762302736417;2.2735664248466496;48.8476230274,2.27356642485
453172172;Porte d'Italie;13;48.817161987718954;2.360236309468746;48.8171619877,2.36023630947
1056947780;Faubourg Poissonnière - Dunkerque;30;48.880883445404436;2.349934279918671;48.8808834454,2.34993427992
653085678;Berthier - Porte de Clichy;0;48.888792;2.30081;48.888792,2.30081
255322397;Auguste Blanqui - Corvisart;26;48.8300989;2.3502726;48.8300989,2.3502726
1062783107;Buffon - Jardin des Plantes;30;48.842668466104875;2.3618587106466293;48.8426684661,2.36185871065
1062742831;Place Joffre - Frédéric le Play;37;48.85375448693786;2.3044242337346077;48.8537544869,2.30442423373
54000543;Cloître Saint-Merri - Renard;32;48.85883544889818;2.351827919483185;48.8588354489,2.35182791948
54000587;Mairie du 14ème;32;48.83254578122993;2.325492314994335;48.8325457812,2.32549231499
43247025;Jardins d'Eole;20;48.8869703;2.3668488;48.8869703,2.3668488
37879071;Paul Bodin - Clichy;34;48.89239614618928;2.317142598330975;48.8923961462,2.31714259833
77773;Gare de Reuilly - Picpus;28;48.84267354116789;2.3972943797707558;48.8426735412,2.39729437977
54000554;Gare Saint-Lazare - Stockholm;32;48.877127316667654;2.322417162358761;48.8771273167,2.32241716236
49341735;Centquatre;41;48.88933353845543;2.3707854375243187;48.8893335385,2.37078543752
1062882947;Bargue -  Dutot;21;48.837884;2.308876;48.837884,2.308876
653150828;Joffre - Aigle;20;48.904033;2.245096;48.904033,2.245096
213680246;Didot - Mariniers;35;48.82650543613106;2.313136198271666;48.8265054361,2.31313619827
210387163;Saint-Denis - Réaumur;32;48.8661116315789;2.3507790675507594;48.8661116316,2.35077906755
54000538;Mairie du 3ème;32;48.86446178139141;2.361762821674347;48.8644617814,2.36176282167
6293;Mairie du 2ème;28;48.8672190355135;2.3404625437747044;48.8672190355,2.34046254377
39169877;Saint-Placide - Cherche Midi;66;48.8490535919234;2.325317971408367;48.8490535919,2.32531797141
7402;Roquette - Auguste Laurent;16;48.858001906023354;2.381797702650783;48.858001906,2.38179770265
54000591;Franquet - Labrouste;37;48.83287705011431;2.306762784719467;48.8328770501,2.30676278472
653193536;Maxime Gorki - Paul Vaillant-Couturier;20;48.79673508795443;2.3683342337608337;48.796735088,2.36833423376
66491373;Pierre Joseph Desault;19;48.82110230800372;2.378775402903557;48.821102308,2.3787754029
66491409;Guillaume Tell - Parc Henri Barbusse;20;48.88958925894009;2.4198862910270695;48.8895892589,2.41988629103
66491372;M.- A. Lagroua Weill-Hallé -  F. Dolto;60;48.828595283857425;2.380220606266108;48.8285952839,2.38022060627
99840124;Regard - Rennes;46;48.847385404955965;2.3268555477261543;48.847385405,2.32685554773
85043758;Guersant - Gouvion-Saint-Cyr;39;48.88287775178599;2.287667370814871;48.8828777518,2.28766737081
94555589;Pierre et Marie Curie - Maurice Thorez;27;48.81580226360801;2.376804985105991;48.8158022636,2.37680498511
507934805;Ney - Porte de Clignancourt;25;48.8978867;2.3458001;48.8978867,2.3458001
128989986;Place Georges Guillaumin;29;48.874750203956566;2.301771435325988;48.874750204,2.30177143533
102311820;Clignancourt - Ordener;35;48.891457726153774;2.348636478060487;48.8914577262,2.34863647806
369644630;Gare de l'Est - Faubourg-Saint-Martin;32;48.87564264747718;2.3594588041305546;48.8756426475,2.35945880413
43255030;Pereire - Ternes;48;48.87973954830735;2.288012132048607;48.8797395483,2.28801213205
128936618;Matignon - Faubourg Saint-Honoré;36;48.87147859116726;2.313977926969528;48.8714785912,2.31397792697
521393180;Porte Pouchet-Bessières;23;48.8978765;2.3230632;48.8978765,2.3230632
82562556;Exelmans - Versailles;24;48.84097491091973;2.264390252530575;48.8409749109,2.26439025253
583539396;Anatole France - President Roosevelt;29;48.9155156;2.3814103;48.9155156,2.3814103
102323152;Manin - Carrières d'Amérique;20;48.88467214209463;2.3919698596000676;48.8846721421,2.3919698596
1810975577;Guy Môquet - Parvis Georges Marchais;0;48.7951646;2.3594998;48.7951646,2.3594998
544249939;Raspail - Chomel;49;48.852233164303094;2.3266580700874333;48.8522331643,2.32665807009
588452142;Hoche - Jean Lolive;24;48.89110239200789;2.402843534946442;48.891102392,2.40284353495
