Identifiant de la station;Nom de la station;Capacité de la station;Lattitude;Longitude;Coordonnées géographiques
54000547;Quatre Vents - Carrefour de l'Odéon;37;-1.219.194.896;-1.320.939.163;"48.8517513745,2.33816169513"
54000551;Galilée - Vernet;17;1.316.195.358;-234.501.573;"48.8717158787,2.2985444963"
27415083;Place d'Italie - Soeur Rosalie;52;2.015.048.413;-3.857.177;"48.8319085204,2.35469434481"
121086415;Colisée - Champs-Elysées;24;1.822.315.959;1.532.964.892;"48.8704753994,2.30761907995"
27414937;Saint-Mandé - Docteur Arnold Netter;39;-1.856.508.220;924.255.398;"48.8446258577,2.40494638681"
54000627;Bertrand Sincholle - Henri Barbusse;24;-1.658.284.051;998.439.224;"48.8992598239,2.3042294383"
84961467;Lacépède - Linné;54;469.673.628;-115.775.074;"48.8437035477,2.35465127975"
100227241;Guynemer - Jardin du Luxembourg;36;488.466.127;23.325.478;"48.8466127,2.3325478"
129094535;Porte de Saint-Ouen - Bessières;42;2.039.129.589;-200.930.448;"48.8979224085,2.32851451022"
499303158;Jules Guesde - Pont du Port à l'Anglais;30;497.991.210;239.483.125;"48.7962880709,2.41721212864"
210585225;Dunkerque - Alsace;18;48.879.355;2.358.379;"48.879355,2.358379"
1805255023;Sèvres - Général Leclerc;30;-435.168.471;61.670.743;"48.8301957176,2.23135583103"
128889359;Champ de Mars - Cler;41;-255.928.845;233.124.405;"48.8566915501,2.30664677918"
912377361;Diderot - Reuilly;44;-1.294.709.581;-1.550.346.482;"48.8472084561,2.38612733781"
34742973;Place Balard;22;1.945.820.852;495.144.468;"48.8363957364,2.27841921151"
596813170;Cimetière;15;1.212.915.754;-1.562.518.232;"48.8470617336,2.47878223658"
523900881;Cité de la Musique;60;205.717.817;478.486.075;"48.8890564418,2.39302311183"
213875650;Henri Ste-Claire Déville - Paul Héroult;24;48.892.663;2.172.411;"48.892663,2.172411"
213992316;Square du Théâtre du Garde-Chasse;50;-1.708.687.736;61.195.877;"48.8812873751,2.42011964321"
54000601;Jean-François Lépine - Stephenson;22;-1.913.889.017;913.783.867;"48.886114668,2.35685562753"
648227675;Auguste Cain - Jean Moulin;40;-1.922.707.371;-340.341.934;"48.8257702893,2.32104152441"
237624030;Mathurins - Auber;36;1.928.778.411;721.773.748;"48.8729888407,2.32949842123"
129078200;Parc Georges Brassens - Brancion;29;337.573.121;-806.280.815;"48.8322782927,2.30225700885"
640629438;Aristide Briand - Gare de Bagneux;22;-521.269.038;-1.837.842.916;"48.7938726966,2.32114881277"
55664548;Charonne - Faubourg Saint-Antoine;34;-1.165.552.411;-1.521.894.278;"48.8521919097,2.37409327179"
378626842;Anatole France - Louise Michel;50;2.136.202.890;710.483.180;"48.8887321493,2.28815764189"
341388492;Place des Ternes;46;1.405.762.708;1.864.671.426;"48.8784386312,2.29772776365"
1062223873;Ancien Canal - Hélène Brion;23;-459.750.749;1.904.577.850;"48.894847993,2.41883385926"
82423726;Gare de Lyon - Roland Barthes;68;6.692.906;1.740.800.371;"48.8439572949,2.37908821553"
15461933;Parc Monceau;18;1.216.867.968;1.796.560.089;"48.8810779141,2.30954926461"
214146056;Vignerons - Minimes;29;48.841.486;2.430.793;"48.841486,2.430793"
15308782;Sommerard - Saint-Jacques;34;948.282.162;-1.948.579.044;"48.8503104329,2.3450158353"
653055097;Milton - Manuel;22;48.878.249;2.341.181;"48.878249,2.341181"
27415469;Orteaux - Mouraud;24;-1.016.090.496;-780.720.195;"48.8555864285,2.40876290776"
15409531;Méchain - Faubourg Saint-Jacques;16;-1.496.850.019;1.489.440.515;"48.835867721,2.33798034198"
36298;Jean-Baptiste Pigalle - La Bruyere;17;755.627.370;38.350.021;"48.8793982645,2.33370917334"
84966359;Naples - Rome;26;-1.238.007.662;1.886.582.291;"48.8799607008,2.32135869563"
35137730;Hôpital Pitié Salpêtrière;50;488.377.016;23.604.946;"48.8377016,2.3604946"
210737808;Aqueduc - Villette;28;-1.475.067.036;-1.537.154.839;"48.8838860639,2.36719880331"
452936197;Bois de Vincennes;60;488.338.064;24.132.221;"48.8338064,2.4132221"
66491386;Surcouf - Université;58;-1.519.870.866;-1.903.752.567;"48.8612730163,2.30945355091"
1036199130;Les Juilliottes;21;488.043.072;24.437.362;"48.8043072,2.4437362"
1055553396;Mornay - Sully;15;-848.870.400;-312.159.422;"48.8497039955,2.36446078867"
82566934;Brochant - Clichy;53;-1.288.568.794;1.543.490.997;"48.8903299891,2.31973055993"
213693126;Véron - Lepic;23;-1.357.944.652;319.333.435;"48.885261234,2.33455985785"
213695073;Hôpital Robert Debré;33;625.696.689;-1.766.982.293;"48.8795687639,2.40122069022"
213995665;Square Edmond Pépin;30;1.348.107.261;-1.635.228.211;"48.8836562069,2.40335315466"
362178041;Place Jules Ferry;28;-2.117.096.905;854.195.180;"48.8121079284,2.32583731413"
6295;Pontoise - La Tournelle;23;1.538.055.995;1.903.225.180;"48.8504580092,2.35245427549"
308082350;Malakoff - Place de la Porte Maillot;31;1.373.190.210;1.530.139.849;"48.8767334966,2.28345774114"
84958519;Arcole - Notre-Dame;31;493.886.245;-194.586.080;"48.8538835413,2.3493797332"
653081846;Jourdan - Monticelli;30;48.822.032;2.329.095;"48.822032,2.329095"
102745622;Raspail - Albert Schweitzer;28;586.064.249;234.395.871;"48.81031545,2.34395871"
100925033;Gare de Lyon - Chalon;50;-902.072.767;-1.534.940.463;"48.8456661942,2.37414523959"
100934967;Madagascar - Meuniers;33;1.044.544.082;-56.640.367;"48.8346046447,2.3970650509"
27415547;Square Etienne Jarousse;25;720.242.697;-680.166.126;"48.824851826,2.29259334505"
131908132;Parc Eli Lotar;20;1.796.961.287;-1.451.371.361;"48.9184499305,2.37270858139"
15308712;Jules Vallès - Charonne;23;1.923.041.333;-248.359.285;"48.8542843799,2.38476745784"
54000616;Pyrénées - Avron;32;-344.060.783;-2.130.965.118;"48.8532468982,2.40587104453"
66489651;Louis le Grand - Italiens;33;221.368.523;1.729.568.385;"48.8705089372,2.33405446194"
7268;Charenton - Jardiniers;31;667.729.694;-711.517.121;"48.8338217729,2.39469266411"
653147618;Lucien Lanternier - Le Luth;27;1.974.473.879;587.566.096;"48.9315943056,2.28897839785"
1057290902;Cours de Vincennes - Soult;45;-1.993.876.454;-192.920.210;"48.8469187616,2.4105220288"
54000542;Blancs-Manteaux - Archives;29;-1.103.246.714;-1.353.668.146;"48.859418007,2.35594712198"
54000537;Saint-Gilles - Turenne;18;-1.461.298.265;488.202.098;"48.8581589568,2.3647149921"
653094517;Cesaria Evora - Rosa Parks;40;485.544.147;588.389.360;"48.8971767283,2.37451739609"
210386007;Alger - Rivoli;21;-1.426.590.177;866.183.161;"48.8647735535,2.32944939361"
54000573;Cardinal Lavigerie;46;2.146.737.147;1.979.245.684;"48.8329341937,2.4026367494"
208603342;Coquillière - Louvre;21;-406.725.673;1.098.400.733;"48.8637959097,2.34257362783"
82335295;Saint-Séverin - Saint-Michel;30;1.234.419.270;1.160.382.879;"48.8527313055,2.34409276396"
54000623;Mairie du 20ème;27;-89.119.719;438.327.885;"48.8653023243,2.39906698465"
27415360;Reynaldo Hahn - Lagny;19;236.012.418;1.817.504.228;"48.8492660436,2.41233032884"
101010226;Porte de Charenton;67;-401.895.893;1.419.672.450;"48.8312401059,2.39891074598"
213682736;Morillons - Dantzig;52;1.053.878.669;543.015.640;"48.8331014995,2.29938000441"
214114469;Gare de Nogent-le-Perreux;32;881.328.841;935.246.154;"48.8384255335,2.49369330704"
66491397;Gare de Lyon - Place Louis Armand;60;1.405.225.747;1.099.103.182;"48.8455150898,2.37264984463"
129011497;Rochechouart lamartine;24;-7.933.371;-1.991.765.761;"48.8767198951,2.34439302185"
101763163;Desaix - Edgar Faure;12;-255.700.984;-1.714.509.882;"48.8528046049,2.29307702986"
102309973;Cimetière de Montmartre;43;-643.132.699;980.096.190;"48.8864724661,2.33289018273"
532054446;Richard Lenoir - Republique;58;488.667.175;23.692.541;"48.8667175,2.3692541"
52393;Grands Moulins de Pantin;50;-292.397.147;-786.439.862;"48.8973836972,2.39599853754"
81081358;Pajol - Place Herbert;39;488.927.825;23.635.598;"48.8927825,2.3635598"
54000625;Repos - Cimetière du Père Lachaise;33;-457.142.422;707.372.456;"48.8593585236,2.38961313668"
27364743;Marc Sangnier - Porte de Vanves;21;397.857.662;-656.591.892;"48.8252186836,2.31071166694"
235241110;Gare Rer de Fontenay sous Bois;62;488.436.279;24.630.465;"48.8436279,2.4630465"
54000628;Claude Debussy - Marc Bloch;28;-1.219.156.898;-1.395.141.603;"48.9103881805,2.31177717447"
82432573;Porte d'Ivry;50;1.650.050.529;-681.856.145;"48.8217687476,2.36887067556"
237041013;Saint-Jacques - Soufflot;19;488.465.255;2.343.099;"48.8465255,2.343099"
82587428;Gambetta - Hôpital Tenon;35;2.008.503.536;-289.230.674;"48.867925154,2.40097662355"
1063017616;Mairie;22;48.906.475;2.246.955;"48.906475,2.246955"
27278603;Porte de la Villette;27;2.045.150.595;-549.081.420;"48.8983519655,2.38615013659"
475524450;Chanzy - Sud-Est;25;-612.999.986;1.928.321.771;"48.8889120377,2.19563215971"
210748575;Gravelle - Route du Bac;51;48.824.407;2.418.455;"48.824407,2.418455"
215495494;Batignolles - Place de Clichy;47;360.862.197;-475.696.967;"48.8834745358,2.32649311423"
653046369;Carrefour Pleyel;36;1.982.306.886;1.053.970.169;"48.9203415696,2.34385438263"
426772876;Ledru-Rollin - Charonne;32;945.033.675;-12.786.474;"48.8534585561,2.37724635819"
74620630;Parc de Belleville - Julien Lacroix;26;488.703.459;23.842.214;"48.8703459,2.3842214"
977409509;Vincennes - Douy-Delcupe;38;-1.542.273.207;-333.165.540;"48.8549369216,2.43604928255"
6512;Porte de Ménilmontant;15;1.574.735.702;1.761.443.071;"48.8691543609,2.40932246879"
37936869;Assas - Vaugirard;35;441.253.586;-1.373.610.635;"48.8482741114,2.32924137264"
102743096;Sadi Carnot - François Mitterrand;27;1.638.744.285;1.564.590.547;"48.8753268767,2.4241617322"
54000592;Balard - Montagne de la Fage;36;478.378.791;-1.937.835.490;"48.8385074033,2.27828711271"
1020700136;Neuve Saint-Pierre - Beautreillis;20;1.850.931.492;729.174.613;"48.8535535144,2.36391227692"
54000588;Gare Montparnasse - Vaugirard;66;-1.314.135.027;1.293.869.637;"48.8418071799,2.3195100269"
42499285;Petit Palais;43;488.667.692;23.157.655;"48.8667692,2.3157655"
484387018;Place du Maquis du Vercors;31;1.045.526.727;-1.566.697.403;"48.8773215795,2.40837827325"
101490103;Saint-Jacques - Tombe Issoire;23;-594.330.768;2.104.371.573;"48.8332063305,2.33691081405"
210394523;Porte Saint-Martin;35;-861.916.060;-263.320.939;"48.8686017211,2.3557010293"
82419429;Faidherbe - Dahomey;44;873.109.278;321.398.437;"48.8513583298,2.3838231348"
84983562;Roquette - Folie Regnault;52;-352.429.795;-789.018.543;"48.8592469592,2.38655362358"
653076393;Place du Front Populaire - George Sand;35;1.453.742.862;-1.490.212.606;"48.906807137,2.36454121499"
213691137;Carnot - Général Lanrezac;30;45.324.444;-571.861.212;"48.8754438707,2.2938242935"
98187918;Lobau - Hôtel de Ville;60;488.562.118;23.532.536;"48.8562118,2.3532536"
1057207064;Université;24;-1.657.677.416;-407.099.745;"48.9456904607,2.36380264163"
455294759;Place Charles de Gaulle;28;-1.337.526.080;1.913.566.497;"48.8966431015,2.25257009268"
365886904;Berthier - Place Stuart Merril;37;273.927.012;17.830.115;"48.8859279224,2.29334503412"
468354634;Quai de l'Oise - Aisne;30;488.906.231;23.833.701;"48.8906231,2.3833701"
559595472;Suffren - Champ de Mars;23;488.547.194;22.952.168;"48.8547194,2.2952168"
1057399900;Placette Grégoire Collas;25;-853.055.891;-2.003.689.891;"48.94342014,2.24874760956"
27414544;Place Monge;21;-1.424.051.886;-1.869.212.039;"48.8427618031,2.35240794718"
101017160;Place de Rungis;32;1.650.579.109;-1.581.374.775;"48.8224559476,2.34738272948"
13912564;Bruant - Vincent Auriol;25;-344.441.458;-1.128.179.633;"48.8348484529,2.36682649963"
39149651;Richard Lenoir - Place de la Bastille;46;488.538.327;23.697.222;"48.8538327,2.3697222"
1062802530;Niger - Soult;24;-46.628.291;-179.098.478;"48.8436990637,2.41036123722"
569583918;Choiseul - Quatre Septembre;44;796.523.805;283.147.165;"48.8699355332,2.33599752188"
1062833975;Froidevaux - Boulard;35;-522.542.929;-287.687.180;"48.8351473196,2.32944119722"
1064008882;Poulet - Barbès;20;48.887.148;2.349.064;"48.887148,2.349064"
6352;Saint-Bon - Rivoli;19;-2.127.754.514;-1.708.296.739;"48.8579996433,2.35021728098"
100790494;Bréa - Raspail;24;1.020.958.358;2.096.950.084;"48.8427384783,2.32979422176"
99886640;Place des Victoires;24;488.660.354;23.420.333;"48.8660354,2.3420333"
89553051;Pyrénées - Cours de Vincennes;21;1.703.103.010;-1.666.871.452;"48.8477967799,2.40617215633"
58086242;Square des Amandiers;12;-590.225.138;1.657.701.305;"48.8661563067,2.38913241774"
76507850;Dantzig - Lefebvre;33;1.178.254.916;-861.244.852;"48.8301392159,2.29593403637"
13248144;Volontaires - Vaugirard;34;-1.679.612.092;1.654.205.613;"48.8413205018,2.30808901725"
70736110;Etienne Dolet - Place Maurice Chevalier;33;1.693.839.750;217.508.978;"48.8679830336,2.38514053111"
99798962;Place Saint-André des Arts;37;-458.610.617;1.660.014.821;"48.8528861739,2.34265442938"
312165511;Faubourg Du Temple - Republique;38;878.833.096;-1.126.901.245;"48.8678724847,2.36489821581"
516709288;Charonne - Robert et Sonia Delauney;20;1.031.887.451;-1.283.660.813;"48.855907556,2.39257067442"
209063434;André Karman - République;31;-161.446.218;-1.938.692.579;"48.9103987576,2.38513559103"
653197324;Théâtre des Amandiers - Palais des sports;24;-1.363.030.923;1.503.745.407;"48.8926485268,2.21369415522"
7254;Gay Lussac - Saint-Jacques;24;-65.992.705;-1.462.558.105;"48.8447302561,2.34192394487"
323616530;Quai de l'Horloge - Pont Neuf;17;1.860.846.776;1.725.538.305;"48.8570587391,2.34179828394"
27363489;Claude Decaen - Cannebière;27;1.349.396.608;606.064.120;"48.8376141704,2.3972537822"
508042092;Pyramide - Ecole du Breuil;34;-1.672.064.605;267.931.264;"48.8223797715,2.45868712664"
818302209;Mairie de Montreuil;52;563.169.612;-763.657.841;"48.8613145276,2.44061440229"
210741164;Jemmapes - Grange aux Belles;23;48.873.462;2.364.035;"48.873462,2.364035"
210744286;Chemin Vert - Saint-Maur;45;-1.248.312.193;1.653.683.500;"48.8611246141,2.38129902631"
101743895;Joseph Liouville - Croix Nivert;64;2.069.904.512;1.637.416.554;"48.8448354712,2.29750849307"
39254792;Mairie du 11ème;51;48.858.925;23.789.759;"48.858925,2.3789759"
42566291;Miromesnil - La Boétie;35;106.154.373;1.731.201.962;"48.8737224129,2.31584809721"
213868408;Gare Routière;31;-164.722.428;-1.106.165.777;"48.842881839,2.22224503756"
214134714;Gare Arcueil - Cachan;26;48.799.824;2.328.171;"48.799824,2.328171"
338762459;Edouard Poisson - Victor Hugo;30;863.300.901;-134.233.143;"48.9111391495,2.37927228212"
213688824;Faustin Hélie - Desbordes-Valmore;33;48.859.403;2.276.522;"48.859403,2.276522"
470807791;Jardin d'Acclimatation;33;9.597.569;1.549.373.705;"48.8787722425,2.27077223361"
214102967;Gare de Laplace;43;-2.125.340.733;103.749.394;"48.8089319911,2.33494609594"
82450803;Square Cambronne;59;1.544.719.585;-1.826.763.926;"48.8475665453,2.30256915092"
85145704;Réunion - Avron;26;-1.885.406.234;513.398.548;"48.852566752,2.40392806871"
129125489;Piat - Parc de Belleville;21;-414.842.616;-1.064.288.817;"48.8719562664,2.38498139028"
95927849;Jean Jaurès - Jean Baptiste Clément;24;150.026.427;39.845.615;"48.8457626145,2.23696500063"
979059925;Bridaine - Lamandé;29;488.862.074;23.206.239;"48.8862074,2.3206239"
984663789;Faubourg St-Antoine - Place de la Nation;37;488.487.659;23.940.436;"48.8487659,2.3940436"
54000618;Pyrénées - Maraîchers;19;-276.365.725;-1.026.721.423;"48.857140014,2.40435093641"
15291968;Place de Passy;15;1.589.440.738;-351.042.313;"48.8578029171,2.27750054694"
7304;Bassano -  Iéna;15;-1.973.340.517;-44.997.809;"48.8681445105,2.29614960099"
101761298;Place du Moulin de Javel;45;-389.724.363;99.621.376;"48.8402167092,2.27160606533"
39217683;Alfred Roll - Berthier;34;-27.357.497;1.146.214.943;"48.8878085705,2.30009529818"
13283986;Keller - La Roquette;34;488.555.508;23.752.778;"48.8555508,2.3752778"
6515;Rougemont - Poissonnière;30;-953.075.709;597.824.460;"48.8716115694,2.34587308019"
1034247348;Place des Larris;34;488.568.363;24.780.236;"48.8568363,2.4780236"
27363029;Charonne - Philippe-Auguste;32;657.264.216;1.953.404.752;"48.855603162,2.39054639062"
15383032;Place du Canada;40;104.217.075;-401.076.902;"48.8653462694,2.31019378796"
128932790;Arsène Houssaye - Champs-Elysées;29;-1.142.739.476;1.367.977.086;"48.8734092763,2.29779046029"
54001190;Mairie du 19ème;27;-634.152.297;-1.021.792.300;"48.8825626425,2.38126248121"
653072212;Place du 8 mai 1945;30;1.971.884.958;-1.237.442.759;"48.9388822721,2.35662437975"
37952191;Jean Jaurès - Reine;31;446.814.337;-174.302.687;"48.8400962256,2.2398725152"
27415444;Louis Ganne - Davout;30;1.672.673.663;-13.156.639;"48.8633872069,2.409725748"
1056972307;Pyramide - Parc Floral;49;48.837.442;2.440.452;"48.837442,2.440452"
128928526;Clapeyron - Moscou;15;-1.985.226.999;799.500.827;"48.8807881951,2.32481505722"
38319086;Pierre Demours - Laugier;37;488.813.072;2.294.846;"48.8813072,2.294846"
409364001;Ivry - Simone Weil;18;-1.618.385.117;1.530.125.361;"48.823283932,2.36590951681"
124622630;Pelée - Alphonse Baudin;38;488.600.265;23.710.541;"48.8600265,2.3710541"
303563942;Hôtel de Ville - Pont d'Arcole;20;-2.078.525.453;-1.135.325.446;"48.8558764518,2.35089216381"
368766689;Westermeyer - Paul Vaillant-Couturier;25;1.044.407.308;-1.812.424.432;"48.8191161816,2.39666372538"
6294;Marché aux fleurs;23;512.339.143;1.610.920.572;"48.8552581154,2.34737545252"
102722579;Voltaire - Anatole France;27;88.230.486;-412.655.451;"48.892061744,2.28446692228"
1057392676;Rouget de Lisle;0;4.876.505;240.805;"48.76505,2.40805"
653083675;Maréchal Joffre - Verdun;20;4.885.385;2.470.307;"48.85385,2.470307"
1057360420;Place Aimé Césaire;27;-1.612.607.193;1.317.635.845;"48.7831947131,2.24291279912"
1057765913;Hôpital Necker;40;-1.091.998.922;1.397.534.385;"48.8460434901,2.31324501336"
54000590;Croix Nivert - Square Saint-Lambert;47;-1.755.619.807;-6.002.809;"48.8430515216,2.29520045221"
15462861;Crevaux - Bugeaud;31;65.123.434;1.682.473.037;"48.8708094287,2.28114900769"
7295;Chevreuse - Montparnasse;15;-1.863.655.879;-844.667.933;"48.8417391612,2.33155221674"
75345531;Turbigo - Française;16;335.256.022;124.023.713;"48.8635885811,2.34777946025"
1063429705;Eugène Varlin - Place de la Paix;23;48.792.862;2.363.093;"48.792862,2.363093"
516395829;Quai des Célestins - Henri IV;14;488.512.971;23.624.535;"48.8512971,2.3624535"
1074347188;Champs de Manoeuvre - Cartoucherie;0;4.884.763;2.379.008;"48.84763,2.379008"
276989966;Oratoire - Rivoli;18;-494.736.463;440.957.980;"48.8613427609,2.34000474215"
74805344;Pierre Charron - Champs-Elysées;32;-1.629.045.394;1.106.685.745;"48.8701033599,2.30435013771"
101022698;Olympiades;36;-1.269.362.805;-2.087.408.041;"48.8267646652,2.36508607864"
82571023;Alexandre Dumas - Place de la Réunion;45;-178.392.546;-876.991.404;"48.8553371074,2.39977036876"
100893610;Bourdonnais - Tour Eiffel;60;1.349.838.645;-1.747.159.201;"48.8608977979,2.29559959845"
27363397;Jean Bologne - Passy;19;-1.089.588.079;1.056.552.212;"48.8575668898,2.28002739531"
27363504;Jacquier - Didot;30;722.502.583;738.870.303;"48.8295333629,2.31817927212"
37815204;Mairie du 12ème;30;-953.979.502;-1.964.156.616;"48.8408553118,2.38755494356"
653062048;Gare du Nord - Place de Valenciennes;25;48.879.089;2.354.235;"48.879089,2.354235"
82405965;Froment - Bréguet;44;704.715.600;1.117.137.399;"48.8570414505,2.37289470307"
506455295;Général Martial Valin - Pont du Garigliano;16;-1.397.881.643;1.628.101.329;"48.8382309427,2.27050602436"
1057149522;Rond-point du Dr Albert Schweitzer;22;1.149.947.270;1.965.792.706;"48.7898091899,2.31439400464"
315525484;Berges de Seine - Musée d'Orsay;16;-1.953.394.766;743.435.950;"48.8627885937,2.30645935982"
210570888;Las Cases - Bourgogne;22;1.559.184.722;114.231.125;"48.8590911047,2.3185685277"
129004826;Bellefond - Poissonnière;17;1.214.856.786;1.411.177.232;"48.8775989705,2.34846375883"
205938683;Delphine Seyrig - Général Leclerc;53;-914.475.319;-2.028.508.875;"48.8939239631,2.39790290594"
1057324291;Cimetière de Montrouge;58;48.822.009;-1.972.778.597;"48.822009,2.322188699"
813544903;Amelot - Saint-Sébastien;30;506.556.540;1.327.692.111;"48.8611421628,2.36779961811"
213681356;David Weill - Parc Montsouris;22;1.552.128.488;-624.014.773;"48.8210923743,2.33372569084"
620403530;Gabriel Péri - Danielle Casanova;20;48.790.114;24.025.777;"48.790114,2.4025777"
213694482;Botzaris - Parc des Buttes Chaumont;20;48.877.951;2.381.464;"48.877951,2.381464"
213936755;Edouard Vaillant - Galliéni;49;-1.133.581.083;-822.385.630;"48.8584628817,2.41479545832"
66491378;Lakanal - Commerce;53;-504.654.864;1.175.362.090;"48.8444246279,2.29405917227"
54000609;Laumière - Petit;34;16.740.566;111.416.482;"48.8846736854,2.38003905863"
213702608;Boyer - Ménilmontant;19;-1.582.532.215;222.975.237;"48.8688951627,2.39198241456"
249554935;Quai Anatole France - Musée d'Orsay;12;-1.125.597.143;600.868.031;"48.8612117406,2.32424609363"
378648513;Jean Colly - Tolbiac;36;550.684.694;-1.491.138.227;"48.8278172916,2.37054906785"
84986959;Bastille - Biscornet;62;-1.677.083.583;108.697.410;"48.8513557796,2.36922003329"
1057009034;Henri Chevreau - Couronnes;27;372.592.035;-1.510.060.358;"48.8703320531,2.3887776956"
129036192;Gare de l'Est - Verdun;14;-1.342.846.005;1.450.480.424;"48.8761560543,2.36091490832"
963786819;Jonquoy - Didot;21;-2.029.423.605;-984.784.105;"48.8289045482,2.31648076326"
129116697;Tanger - Place du Maroc;19;756.881.792;993.607.579;"48.8862524447,2.36892968416"
1981490798;Martissot - Victor Hugo;24;489.018.492;23.172.724;"48.9018492,2.3172724"
1987547083;Parc Départemental des Hautes-Bruyères;30;487.934.072;23.509.831;"48.7934072,2.3509831"
102341385;Château - Bineau;23;1.024.239.342;1.410.916.638;"48.8904040286,2.27010637522"
82577019;Cité des Sciences et de l'Industrie;30;-1.781.527.145;-1.053.250.426;"48.8965957118,2.38459914923"
98132679;Jean Bleuzen - Square du 11 Novembre;49;488.232.579;22.965.213;"48.8232579,2.2965213"
1968156458;Ecole Vétérinaire;36;829.880.726;-715.970.510;"48.8148885982,2.42243621578"
15397468;Maison de Radio - France;47;-1.570.742.007;1.173.801.027;"48.8513288643,2.27778553963"
1057387136;8 Mai 1945 - 10 Juillet 1940;30;919.936.578;1.423.130.648;"48.7845670297,2.39790357649"
213987795;Wilson - Landy;40;-52.356.566;1.122.793.809;"48.9151672622,2.35763322562"
54000586;Pernety - Raymond Losserand;32;402.603.048;2.036.792.403;"48.834254628,2.31760933939"
256124192;Belleville - Pyrénées;42;488.741.908;23.860.039;"48.8741908,2.3860039"
1021176825;Billancourt - Général Leclerc;22;488.322.649;22.380.413;"48.8322649,2.2380413"
30179848;Saint-Blaise - Mouraud;27;-920.294.022;-878.503.029;"48.856961776,2.40869477391"
100910836;Parmentier - Fontaine au Roi;48;-349.033.288;-1.459.363.473;"48.8678767055,2.37270597867"
27415285;Place de Finlande;25;-1.725.141.778;17.757.705;"48.862408336,2.3113624379"
54000558;Chateaubriand - Friedland;31;-1.363.724.650;422.053.078;"48.8740144756,2.29991625787"
52453;Le Vau - Maurice Bertaux;25;-1.760.411.015;-818.763.525;"48.8680343904,2.41103061245"
82448637;Suffren - Pérignon;46;-283.855.588;1.874.615.794;"48.8471756149,2.3070521476"
462875227;Jules Guesde - Alsace;25;865.233.315;1.836.986.344;"48.8905662755,2.29507774115"
13242682;Alexander Fleming - Belvédère;31;-524.788.634;-341.515.086;"48.881790642,2.40305993776"
129069108;Paul Barruel - Vaugirard;39;1.447.834.431;-632.175.058;"48.8401491855,2.30443328619"
213687475;Traktir - Foch;22;-2.112.395.405;442.389.797;"48.8727553346,2.29154978025"
210745258;Jean-Pierre Timbaud - Vaucouleurs;47;48.867.937;2.377.885;"48.867937,2.377885"
213706622;Vitruve - Davout;23;-419.022.919;262.898.287;"48.8605316115,2.40915928126"
653133605;Gare RER - Canadiens;45;-863.298.795;-2.055.336.083;"48.8198967782,2.46407836676"
1057184567;Paul Signac - Aristide Briand;35;-966.185.901;840.287.673;"48.8695026216,2.4502260983"
82562496;Benjamin Delessert - Jean Lolive;21;1.273.852.945;1.234.324.416;"48.8939204362,2.41798192263"
417088374;Place Mongolfier;39;557.768.536;-243.122.481;"48.8151600301,2.45928794146"
82455731;Cambronne - Villa Croix Nivert;63;54.774.411;-1.373.605.804;"48.8458475614,2.30175744742"
210395439;Centre Georges Pompidou;26;48.861.419;2.352.581;"48.861419,2.352581"
210582231;Londres - Place d'Estienne d'Orves;25;337.015.354;1.958.978.615;"48.8766938058,2.33053620905"
101011685;Charenton - Prague;26;244.084.824;289.194.688;"48.84817513,2.37635844943"
102307005;Villiers - Batignolles;23;1.499.432.036;486.997.981;"48.8812525385,2.31653843075"
125811629;Leredde - Tolbiac;44;-1.301.195.388;-38.928.756;"48.8288762966,2.37443827093"
66491388;Alfred de Vigny - Place du Général Brocard;33;146.756.177;-528.430.697;"48.8783613836,2.30525444822"
220504949;Grande Truanderie - Saint-Denis;33;488.626.302;23.498.075;"48.8626302,2.3498075"
66505516;Cordelières - Arago;46;-1.542.347.227;-1.555.096.499;"48.835480719,2.3485724617"
478250062;Rivoli - Musée du Louvre;24;1.819.029.225;-414.132.547;"48.8636463685,2.33409583569"
653140345;Édouard Vaillant - Place Jean Jaurès;24;1.504.425.012;-959.035.867;"48.86265538,2.20890373191"
1063053136;Square Victor Basch;0;489.138.306;2.229.257;"48.9138306,2.229257"
653166892;Gare de Robinson;30;48.780.744;2.282.123;"48.780744,2.282123"
121160813;Place Tristan Bernard;28;488.791.964;22.915.403;"48.8791964,2.2915403"
74635382;Place de la Nation - Taillebourg;27;488.488.408;23.973.043;"48.8488408,2.3973043"
653190279;Jean-Baptiste Charcot - Sainte-Geneviève;21;48.903.222;2.279.097;"48.903222,2.279097"
66507230;Saint-Marcel - Hôpital;21;1.396.255.935;-1.350.228.524;"48.8395044246,2.36098941702"
213688169;Benjamin Godard - Victor Hugo;35;48.865.983;2.275.725;"48.865983,2.275725"
85002689;Jourdan - Stade Charléty;60;-463.138.188;1.218.492.181;"48.8194283334,2.34333537519"
207633746;Grande Armée - Brunel;62;48.876.116;2.288.124;"48.876116,2.288124"
6296;Institut de France;17;45.455.188;504.206.251;"48.8576156786,2.33583135304"
95845524;Cité Riverin - Château d'Eau;18;434.190.594;-340.487.507;"48.8707024236,2.3587398639"
221043930;Bagnolet - Orteaux;36;-1.341.766.492;1.378.490.652;"48.8570864103,2.39841252565"
129050965;Place de la République - Voltaire;19;-1.843.475.701;-1.216.381.822;"48.8668309689,2.36548103392"
210584503;Gare de l'Est - Fidélité;15;48.874.575;2.356.796;"48.874575,2.356796"
